florent-pagny,nos-vies-paralleles
florent-pagny,bienvenue-chez-moi
florent-pagny,amar-y-amar
fool-s-garden,lemon-tree
foreigner,i-want-to-know-what-love-is
france-gall,les-sucettes
francis-cabrel,l-encre-de-tes-yeux
francis-cabrel,quand-j-aime-une-fois-j-aime-pour-toujours
frank-sinatra,my-way
frank-sinatra,strangers-in-the-night
frank-sinatra,new-york-new-york
frank-sinatra,i-ve-got-you-under-my-skin
frank-sinatra,come-fly-with-me
frank-sinatra,the-girl-from-ipanema
frank-sinatra,that-s-life
frank-sinatra,someone-to-watch-over-me
frankie-valli,can-t-take-my-eyes-off-of-you
free,all-right-now
frero-delavega,le-chant-des-sirenes
frozen,liberee-delivree
frozen,in-summer
gabrielle-aplin,the-power-of-love
garou,sous-le-vent
garrett-hedlund,give-in-to-me
garth-brooks,the-dance
garth-brooks,if-tomorrow-never-comes
garth-brooks,the-thunder-rolls
garth-brooks,friends-in-low-places
gary-barlow,forever-love
gary-moore,still-got-the-blues
gary-moore,walking-by-myself
george-benson,nothing-s-gonna-change-my-love-for-you
george-benson,nature-boy
george-ezra,budapest
george-jones,he-stopped-loving-her-today
george-michael,careless-whisper
george-michael,the-first-time-ever-i-saw-your-face
george-strait,does-fort-worth-ever-cross-your-mind
george-strait,i-cross-my-heart
georges-brassens,les-copains-d-abord
gerard-berliner,louise
gilbert-becaud,nathalie
gilbert-becaud,l-important-c-est-la-rose
gilbert-montagne,on-va-s-aimer
ginette-reno,ma-mere-chantait-toujours
glasperlenspiel,ich-bin-ich
glee,rose-s-turn
glee,defying-gravity
glennis-grace,afscheid
gloria-estefan,oye-mi-canto
gloria-gaynor,i-will-survive
gnarls-barkley,crazy
gold,plus-pres-des-etoiles
goo-goo-dolls,iris
gotye,somebody-that-i-used-to-know
grease,summer-nights
grease,you-re-the-one-that-i-want
grease,hopelessly-devoted-to-you
grease,the-grease-mega-mix
gregoire,toi-moi
gregoire,soleil
gretchen-wilson,redneck-woman
guillaume-grand,toi-et-moi
guns-n-roses,sweet-child-o-mine
guns-n-roses,knockin-on-heaven-s-door
guus-meeuwis,t-dondert-en-het-bliksemt
hairspray,mama-i-m-a-big-girl-now
halestorm,here-s-to-us
hank-williams-sr,your-cheatin-heart
happy-birthday-songs,happy-birthday
heart,alone
helene-fischer,ich-will-immer-wieder-dieses-fieber-spur-n
helene-fischer,von-null-auf-sehnsucht
helene-fischer,phanomen
helene-fischer,ewig-ist-manchmal-zu-lang
henry-valentino-and-uschi,im-wagen-vor-mir
hermes-house-band,country-roads
hermes-house-band,long-train-running
herve-vilard,je-l-aime-tant
high-school-musical-2,work-this-out
hinterm-horizont,hinterm-horizont-geht-s-weiter
hoobastank,the-reason
howie-day,collide
hozier,take-me-to-church
hugues-aufray,santiano
idina-menzel,let-it-go
iggy-azalea,black-widow
il-etait-une-fois,j-ai-encore-reve-d-elle
images,les-demons-de-minuit
imagine-dragons,demons
indochine,l-aventurier
indochine,j-ai-demande-a-la-lune
irene-cara,flashdance-what-a-feeling
isabelle-boulay,et-maintenant
isabelle-boulay,il-suffirait-de-presque-rien
israel-kamakawiwo-ole,over-the-rainbow-what-a-wonderful-world
jace-everett,bad-things
jacques-brel,ne-me-quitte-pas
jacques-brel,amsterdam
jacques-brel,le-plat-pays
james-taylor,fire-and-rain
james-taylor,you-ve-got-a-friend
jamey-johnson,in-color
jan-delay,st-pauli
janis-joplin,piece-of-my-heart
jason-aldean,burnin-it-down
jason-mraz,i-won-t-give-up
jason-mraz,i-m-yours
jay-z,ni-as-in-paris
jazz-standards,up-a-lazy-river
jean-gabin,maintenant-je-sais
jean-jacques-goldman,la-bas
jean-jacques-goldman,envole-moi
jean-jacques-goldman,je-te-donne
jean-jacques-goldman,quand-la-musique-est-bonne
jean-jacques-goldman,ensemble
jean-pierre-ferland,une-chance-qu-on-s-a
jeff-buckley,hallelujah
jennifer-lopez,let-s-get-loud
jeroen-van-der-boom,mag-ik-dan-bij-jou
jerry-lee-lewis,great-balls-of-fire
jess-glynne,hold-my-hand
jessica-rabbit,why-don-t-you-do-right
jessie-j,price-tag
jessie-j,mamma-knows-best
jet,are-you-gonna-be-my-girl
jethro-tull,locomotive-breath
jimi-hendrix,foxy-lady
joan-jett,i-love-rock-n-roll
joan-jett,i-hate-myself-for-loving-you
joe-cocker,with-a-little-help-from-my-friends
joe-cocker,unchain-my-heart
joe-cocker,you-are-so-beautiful
joe-dassin,l-amerique
joe-dassin,et-si-tu-n-existais-pas
joe-dassin,les-champs-elysees
joe-dassin,salut-les-amoureux
john-de-bever,jij-krijgt-die-lach-niet-van-mijn-gezicht
john-denver,annie-s-song
john-denver,take-me-home-country-roads
john-legend,all-of-me
john-mellencamp,hurts-so-good
johnny-cash,folsom-prison-blues
johnny-cash,i-walk-the-line
johnny-cash,jackson
johnny-cash,cocaine-blues
johnny-cash,forty-shades-of-green
johnny-hallyday,de-l-amour
johnny-hallyday,un-dimanche-de-janvier
johnny-hallyday,allumer-le-feu
johnny-hallyday,le-penitencier
johnny-hallyday,vivre-pour-le-meilleur
johnny-hallyday,non-je-ne-regrette-rien
johnny-mathis,chances-are
joris,herz-uber-kopf
jose-feliciano,feliz-navidad
josh-groban,you-raise-me-up
josh-groban,brave
josh-groban,gold-can-turn-to-sand
josh-turner,long-black-train
journey,open-arms
journey,don-t-stop-believing
journey,faithfully
juan-luis-guerra,la-bilirrubina
juanes,la-camisa-negra
judy-garland,somewhere-over-the-rainbow
juliane-werding,das-wurfelspiel
julie-london,cry-me-a-river
julio-iglesias,guantanamera
jurgen-peter,mary-jane
justin-bieber,boyfriend
justin-bieber,what-do-you-mean
justin-bieber,baby
k-ci-and-jojo,all-my-life
kanye-west,all-of-the-lights
karen-souza,billie-jean
katherine-jenkins,in-the-arms-of-an-angel
katrina-and-the-waves,walking-on-sunshine
keimzeit,kling-klang
kelly-clarkson,because-of-you
kelly-clarkson,my-grown-up-christmas-list
kem,love-calls
kendji-girac,les-yeux-de-la-mama
kenny-loggins,footloose
kenny-rogers,the-gambler
kenny-rogers,lucille
kid-rock,all-summer-long
king-africa,la-bomba
kings-of-leon,sex-on-fire
kings-of-leon,use-somebody
kool-and-the-gang,celebration
kt-tunstall,black-horse-and-the-cherry-tree
kyo,le-chemin
lady-antebellum,need-you-now
lady-antebellum,bartender
lady-antebellum,long-stretch-of-love
lady-gaga,you-and-i
laing,morgens-immer-mude
lara-fabian,releve-toi
lara-fabian,tu-es-mon-autre
le-grand-orchestre-du-splendid,la-salsa-du-demon
le-roi-lion,l-amour-brille-sous-les-etoiles
le-soldat-rose,le-blues-du-rose
leann-rimes,unchained-melody
led-zeppelin,stairway-to-heaven
led-zeppelin,kashmir
legally-blonde,so-much-better
lenka,everything-at-once
leona-lewis,a-moment-like-this
les-aristochats,des-gammes-et-des-arpeges
les-dix-commandements,a-chacun-son-reve
les-dix-commandements,l-envie-d-aimer
les-dix-commandements,le-dilemme
les-dix-commandements,devant-la-mer
les-enfoires,quand-on-n-a-que-l-amour
les-rita-mitsouko,marcia-baila
les-rita-mitsouko,andy
liane-foly,les-yeux-doux
limp-bizkit,behind-blue-eyes
lionel-richie,all-night-long
lionel-richie,hello
little-big-town,boondocks
little-big-town,little-white-church
little-big-town,pontoon
little-big-town,girl-crush
little-mermaid,under-the-sea
little-mix,move
liza-minnelli,theme-from-new-york-new-york
lonestar,amazed
lorde,royals
loreen,euphoria
loretta-lynn,coal-miner-s-daughter
los-lobos,la-bamba
lou-bega,mambo-no-5
louane,jour-1
louane,je-vole
louane,je-vais-t-aimer
louis-armstrong,when-the-saints-go-marching-in
louise-attaque,j-t-emmene-au-vent
loverboy,working-for-the-weekend
lucie-silvas,nothing-else-matters
luis-mariano,la-belle-de-cadix
luis-mariano,quand-on-est-deux-amis
luis-mariano,mexico
luis-miguel,solamente-una-vez
luke-bryan,play-it-again
luke-bryan,strip-it-down
luther-vandross,dance-with-my-father
luther-vandross,if-this-world-were-mine
luz-casal,piensa-en-mi
lynn-anderson,rose-garden
madeleine-peyroux,j-ai-deux-amours
madonna,vogue
madonna,like-a-virgin
maite-kelly,so-wie-man-tanzt-so-liebt-man
major-lazer,lean-on
malika-ayane,come-foglie
marc-lavoine,elle-a-les-yeux-revolver
marco-borsato,nee-je-hoeft-niet-naar-huis-vannacht
mariah-carey,all-i-want-for-christmas-is-you
mariah-carey,hero
marianne-rosenberg,er-gehort-zu-mir
marie-myriam,l-oiseau-et-l-enfant
marius-muller-westernhagen,geiler-is-schon
markus-becker,das-rote-pferd
maroon-5,this-love
maroon-5,sunday-morning
maroon-5,she-will-be-loved
maroon-5,moves-like-jagger
maroon-5,sugar
marty-robbins,el-paso
marvin-gaye,ain-t-no-mountain-high-enough
marvin-gaye,i-heard-it-through-the-grapevine
mary-chapin-carpenter,i-feel-lucky
matilda-the-musical,naughty
matt-monro,from-russia-with-love
matt-monro,walk-away
matthias-reim,verdammt-ich-lieb-dich
maxwell,pretty-wings
meat-loaf,paradise-by-the-dashboard-light
megadeth,symphony-of-destruction
meghan-trainor,all-about-that-bass
meghan-trainor,like-i-m-gonna-lose-you
melissa-etheridge,bring-me-some-water
mercedes-sosa,alfonsina-y-el-mar
merle-haggard,silver-wings
mexican-traditional,la-bamba
michael-buble,sway
michael-buble,quando-quando-quando
michael-buble,everything
michael-buble,i-ve-got-the-world-on-a-string
michael-buble,let-it-snow-let-it-snow-let-it-snow
michael-buble,you-ll-never-find-another-love-like-mine
michael-buble,feeling-good
michael-buble,the-way-you-look-tonight
michael-buble,the-christmas-song
michael-buble,you-don-t-know-me
michael-buble,cry-me-a-river
michael-buble,something-stupid
michael-jackson,black-or-white
michael-jackson,billie-jean
michael-jackson,man-in-the-mirror
michael-jackson,smooth-criminal
michel-delpech,chez-laurette
michel-delpech,la-fin-du-chemin
michel-fugain,une-belle-histoire
michel-leeb,j-aime-paris-au-mois-de-mai
michel-polnareff,goodbye-marylou
michel-sardou,etre-une-femme
michel-telo,ai-se-eu-te-pego
mickael-miro,l-horloge-tourne
mickie-krause,schatzi-schenk-mir-ein-foto
mika,elle-me-dit
miley-cyrus,wrecking-ball
miley-cyrus,jolene
miley-cyrus,party-in-the-u-s-a
mina,la-voce-del-silenzio
miranda-lambert,automatic
miranda-lambert,the-house-that-built-me
moda,come-un-pittore
mother-s-finest,baby-love
moulin-rouge,lady-marmalade
moulin-rouge,rhythm-of-the-night
mr-mister,kyrie
mylene-farmer,sans-contrefacon
nadiya,et-c-est-parti
nancy-sinatra,these-boots-are-made-for-walkin
nat-king-cole,unforgettable
nat-king-cole,l-o-v-e
nat-king-cole,when-i-fall-in-love
nat-king-cole,autumn-leaves
nat-king-cole,the-christmas-song
natalie-cole,when-i-fall-in-love
nathan-sykes,over-and-over-again
naughty-boy,la-la-la
neil-diamond,hello-again
neil-diamond,love-on-the-rocks
neil-young,four-strong-winds
nena,irgendwie-irgendwo-irgendwann
niagara,quand-la-ville-dort
nicky-jam,travesuras
nightwish,sleeping-sun
nina-hagen,du-hast-den-farbfilm-vergessen
nina-simone,my-baby-just-cares-for-me
nina-simone,i-love-you-porgy
nirvana,smells-like-teen-spirit
noir-desir,le-vent-nous-portera
noordkaap,ik-hou-van-u
norah-jones,don-t-know-why
notre-dame-de-paris,tu-vas-me-detruire
nursery-rhyme,twinkle-twinkle-little-star
oasis,wonderwall
olaf-henning,cowboy-und-indianer
old-crow-medicine-show,wagon-wheel
olivia-ruiz,j-envoie-valser
one-direction,story-of-my-life
onerepublic,counting-stars
onerepublic,something-i-need
otis-day-and-the-knights,shout
outkast,hey-ya
panic-at-the-disco,the-ballad-of-mona-lisa
papa-roach,scars
pascal-obispo,l-important-c-est-d-aimer
passenger,let-her-go
pat-benatar,hit-me-with-your-best-shot
pat-travers,snortin-whiskey
patricia-kaas,mademoiselle-chante-le-blues
patrick-bruel,place-des-grands-hommes
patrick-bruel,j-te-l-dis-quand-meme
patrick-bruel,casser-la-voix
patrick-bruel,mon-amant-de-st-jean
patrick-bruel,medley-retro
patrick-fiori,je-ne-serai-jamais
patrick-fiori,elles
patrick-hernandez,born-to-be-alive
patrick-sebastien,la-fiesta
patrick-sebastien,medley
patrick-sebastien,les-sardines
patsy-cline,crazy
patsy-cline,i-fall-to-pieces
patsy-cline,walkin-after-midnight
paul-anka,jump
paul-mccartney,ebony-and-ivory
paula-cole,i-don-t-want-to-wait
peaches,kick-it
peaches-and-herb,shake-your-groove-thing
pearl-jam,alive
peggy-lee,fever
pentatonix,say-something
percy-sledge,my-special-prayer
pete-seeger,this-land-is-your-land
peter-kraus,sugar-baby
peter-maffay,sonne-in-der-nacht
phil-collins,another-day-in-paradise
pierre-vassiliu,qui-c-est-celui-la
pink,dear-mr-president
pink,so-what
pink,try
pink,just-give-me-a-reason
pink,beam-me-up
pink-floyd,wish-you-were-here
pink-floyd,run-like-hell
pistol-annies,hell-on-heels
poison,every-rose-has-its-thorn
prince,purple-rain
pur,geweint-vor-gluck
queen,i-want-to-break-free
queen,the-show-must-go-on
queen,crazy-little-thing-called-love
queen,we-are-the-champions
queen,don-t-stop-me-now
queen,bohemian-rhapsody
queen,under-pressure
queen,we-will-rock-you
r-kelly,i-believe-i-can-fly
radiohead,karma-police
rafael-martos-sanchez,mi-gran-noche
rage-against-the-machine,killing-in-the-name
ralph-mctell,streets-of-london
ram-jam,black-betty
ramses-shaffy,zing-vecht-huil-bid-lach-werk-en-bewonder
randy-travis,forever-and-ever-amen
randy-travis,on-the-other-hand
ray-charles,hit-the-road-jack
ray-charles,georgia-on-my-mind
reba-mcentire,fancy
red-hot-chili-peppers,californication
red-hot-chili-peppers,otherside
rednex,cotton-eyed-joe
renan-luce,la-lettre
renaud,mistral-gagnant
revolverheld,spinner
ricardo-arjona,fuiste-tu
ricchi-e-poveri,sara-perche-ti-amo
richard-cocciante,le-coup-de-soleil
richard-marx,right-here-waiting
ricky-martin,livin-la-vida-loca
rihanna,diamonds
rihanna,stay
rio-reiser,fur-immer-und-dich
ritchie-remo,tipperary-girl
robbie-williams,somethin-stupid
robbie-williams,rock-dj
roberta-flack,killing-me-softly-with-his-song
roberto-alagna,piensa-en-mi
rod-stewart,sailing
rod-stewart,i-m-in-the-mood-for-love
rod-stewart,as-time-goes-by
ron-pope,a-drop-in-the-ocean
ronan-keating,we-ve-got-tonight
ronan-keating,when-you-say-nothing-at-all
roxette,the-look
roy-orbison,oh-pretty-woman
rufus-wainwright,hallelujah
sacha-distel,monsieur-cannibale
sade,is-it-a-crime
sade,kiss-of-life
salvatore-adamo,mes-mains-sur-tes-hanches
salvatore-adamo,les-filles-du-bord-de-mer
sam-cooke,twistin-the-night-away
sam-hunt,take-your-time
sam-hunt,house-party
sam-smith,lay-me-down
sam-smith,make-it-to-me
santana,while-my-guitar-gently-weeps
santana,black-magic-woman
santana,smooth
sara-bareilles,gravity
sarah-mclachlan,angel
sarah-mclachlan,blackbird
scorpions,rock-you-like-a-hurricane
seal,kiss-from-a-rose
seether,broken
serge-lama,je-suis-malade
serge-reggiani,le-barbier-de-belleville
shakin-stevens,what-do-you-want-to-make-those-eyes-at-me-for
shakin-stevens,marie-marie
sheila,bang-bang
sia,i-m-in-here
sia,chandelier
sister-act,take-me-to-heaven
sister-act,oh-happy-day
sister-act,joyful-joyful
sister-sledge,we-are-family
smash,a-thousand-and-one-nights
smokie,living-next-door-to-alice
snoop-dogg,gin-and-juice
snoop-dogg,lodi-dodi
snow-patrol,chasing-cars
soggy-bottom-boys,i-am-a-man-of-constant-sorrow
spice-girls,wannabe
spider-murphy-gang,skandal-im-sperrbezirk
spin-doctors,two-princes
stan-van-samang,een-ster
status-quo,rockin-all-over-the-world
status-quo,down-down
stealers-wheel,stuck-in-the-middle-with-you
steppenwolf,born-to-be-wild
steve-earle,copperhead-road
stevie-ray-vaughan,pride-and-joy
stevie-wonder,i-just-called-to-say-i-love-you
stevie-wonder,i-wish
stevie-wonder,isn-t-she-lovely
stone-temple-pilots,plush
stromae,alors-on-danse
sublime,santeria
sublime,saw-red
sugarhill-gang,rapper-s-delight
sugarland,stay
supertramp,goodbye-stranger
survivor,eye-of-the-tiger
susan-tedeschi,it-hurt-so-bad
t-rex,i-love-to-boogie
tammy-wynette,stand-by-your-man
taylor-swift,love-story
taylor-swift,back-to-december
taylor-swift,shake-it-off
taylor-swift,wildest-dreams
telephone,ca-c-est-vraiment-toi
telephone,new-york-avec-toi
telephone,cendrillon
the-alan-parsons-project,eye-in-the-sky
the-andrews-sisters,alexander-s-ragtime-band
the-andrews-sisters,boogie-woogie-bugle-boy
the-animals,house-of-the-rising-sun
the-aristocats,everybody-wants-to-be-a-cat
the-band,the-weight
the-bangles,eternal-flame
the-beatles,let-it-be
the-beatles,here-comes-the-sun
the-beatles,yesterday
the-beatles,twist-and-shout
the-beatles,come-together
the-beatles,i-saw-her-standing-there
the-beatles,penny-lane
the-beatles,a-day-in-the-life
the-beatles,all-my-loving
the-beatles,oh-darling
the-beatles,strawberry-fields-forever
the-beatles,roll-over-beethoven
the-bee-gees,you-should-be-dancing
the-black-crowes,hard-to-handle
the-black-keys,howlin-for-you
the-blues-brothers,everybody-needs-somebody-to-love
the-blues-brothers,sweet-home-chicago
the-carpenters,please-mr-postman
the-charlie-daniels-band,devil-went-down-to-georgia
the-coasters,poison-ivy
the-commitments,mustang-sally
the-commodores,easy
the-cranberries,zombie
the-dirty-heads,lay-me-down
the-doobie-brothers,long-train-runnin
the-doobie-brothers,china-grove
the-drifters,under-the-boardwalk
the-eagles,desperado
the-eagles,one-of-these-nights
the-eagles,new-kid-in-town
the-eagles,lyin-eyes
the-eagles,love-will-keep-us-alive
the-eagles,peaceful-easy-feeling
the-eagles,seven-bridges-road
the-everly-brothers,bye-bye-love
the-everly-brothers,all-i-have-to-do-is-dream
the-foundations,build-me-up-buttercup
the-four-aces,peg-o-my-heart
the-georgia-satellites,keep-your-hands-to-yourself
the-jackson-5,blame-it-on-the-boogie
the-mamas-and-the-papas,dream-a-little-dream-of-me
the-mavericks,dance-the-night-away
the-monkees,i-m-a-believer
