id,artist,track,tag_gender,tag_lang,tag_back_voc,feat_yaafe,feat_marsyas,feat_essentia
9965,nancy-sinatra,these-boots-are-made-for-walkin,female,en,0,1,1,1
9977,a-ha,take-on-me,mixed,,1,1,1,1
9981,tom-petty,free-fallin,mixed,,1,1,1,1
10065,celine-dion,the-power-of-love,mixed,,1,1,1,1
10091,irene-cara,flashdance-what-a-feeling,mixed,,1,1,1,1
10092,stevie-wonder,i-just-called-to-say-i-love-you,mixed,,1,1,1,1
10094,little-mermaid,under-the-sea,mixed,,1,1,1,1
10104,ac-dc,you-shook-me-all-night-long,mixed,,1,1,1,1
10106,the-band,the-weight,mixed,,1,1,1,1
10332,queen,crazy-little-thing-called-love,mixed,,1,1,1,1
10352,elton-john,can-you-feel-the-love-tonight,mixed,,1,1,1,1
10420,paula-cole,i-don-t-want-to-wait,mixed,,1,1,1,1
10453,frank-sinatra,strangers-in-the-night,male,en,0,1,1,1
10454,frank-sinatra,new-york-new-york,male,en,0,1,1,1
10456,frank-sinatra,i-ve-got-you-under-my-skin,male,en,0,1,1,1
10500,deana-carter,strawberry-wine,mixed,,1,1,1,1
10524,steve-earle,copperhead-road,male,en,0,1,1,1
10535,toni-braxton,unbreak-my-heart,mixed,,1,1,1,1
10593,madonna,like-a-virgin,mixed,,1,1,1,1
10611,elvis-presley,hound-dog,mixed,,1,1,1,1
10621,elvis-presley,the-wonder-of-you,mixed,,1,1,1,1
10639,frankie-valli,can-t-take-my-eyes-off-of-you,male,en,0,1,1,1
10740,chimene-badi,je-viens-du-sud,mixed,,1,1,1,1
10783,toto,africa,mixed,,1,1,1,1
10816,seal,kiss-from-a-rose,mixed,,1,1,1,1
10889,elvis-presley,it-s-now-or-never,mixed,,1,1,1,1
10898,the-beatles,here-comes-the-sun,mixed,,1,1,1,1
10907,toto,hold-the-line,mixed,,1,1,1,1
10951,the-everly-brothers,all-i-have-to-do-is-dream,mixed,,1,1,1,1
10954,le-grand-orchestre-du-splendid,la-salsa-du-demon,mixed,,1,1,1,1
11005,les-rita-mitsouko,marcia-baila,female,fr,0,1,1,1
11008,gnarls-barkley,crazy,mixed,en,0,1,1,1
11012,robbie-williams,rock-dj,mixed,,1,1,1,1
11091,queen,we-are-the-champions,mixed,,1,1,1,1
11099,dolly-parton,9-to-5,mixed,,1,1,1,1
11102,the-drifters,under-the-boardwalk,mixed,,1,1,1,1
11163,leann-rimes,unchained-melody,female,en,0,1,1,1
11188,r-kelly,i-believe-i-can-fly,mixed,,1,1,1,1
11231,journey,open-arms,male,en,0,1,1,1
11232,barbra-streisand,memory,female,en,0,1,1,1
11258,elvis-presley,in-the-ghetto,mixed,,1,1,1,1
11282,the-pointer-sisters,i-m-so-excited,mixed,,1,1,1,1
11289,the-animals,house-of-the-rising-sun,male,en,0,1,1,1
11290,eric-clapton,cocaine,male,en,0,1,1,1
11291,don-mclean,american-pie,mixed,,1,1,1,1
11301,culture-club,karma-chameleon,mixed,,1,1,1,1
11335,oasis,wonderwall,mixed,,1,1,1,1
11342,spice-girls,wannabe,mixed,,1,1,1,1
11366,mariah-carey,all-i-want-for-christmas-is-you,mixed,,1,1,1,1
11371,the-police,roxanne,mixed,,1,1,1,1
11396,mariah-carey,hero,female,en,0,1,1,1
11409,heart,alone,mixed,,1,1,1,1
11411,prince,purple-rain,mixed,,1,1,1,1
11426,grease,summer-nights,mixed,,1,1,1,1
11470,john-mellencamp,hurts-so-good,mixed,,1,1,1,1
11476,the-police,every-breath-you-take,mixed,,1,1,1,1
11524,wham,last-christmas,mixed,,1,1,1,1
11585,johnny-cash,i-walk-the-line,mixed,,1,1,1,1
11640,diane-tell,si-j-etais-un-homme,female,fr,0,1,1,1
11641,jacques-brel,ne-me-quitte-pas,male,fr,0,1,1,1
11660,leona-lewis,a-moment-like-this,mixed,,1,1,1,1
11677,free,all-right-now,mixed,,1,1,1,1
11772,u2,with-or-without-you,mixed,,1,1,1,1
11775,nirvana,smells-like-teen-spirit,male,en,0,1,1,1
11793,michel-polnareff,goodbye-marylou,male,fr,0,1,1,1
11796,serge-lama,je-suis-malade,mixed,,1,1,1,1
11876,christophe-mae,on-s-attache,mixed,,1,1,1,1
11896,pink,dear-mr-president,mixed,,1,1,1,1
11919,eric-clapton,lay-down-sally,mixed,,1,1,1,1
11939,eric-clapton,wonderful-tonight,mixed,,1,1,1,1
11954,wicked,defying-gravity,mixed,,1,1,1,1
11963,wicked,popular,mixed,,1,1,1,1
11971,michael-buble,everything,mixed,,1,1,1,1
11975,claude-francois,le-lundi-au-soleil,mixed,,1,1,1,1
11998,amy-winehouse,back-to-black,female,,0,1,1,1
12024,bob-marley,no-woman-no-cry,mixed,,1,1,1,1
12033,mylene-farmer,sans-contrefacon,female,fr,0,1,1,1
12078,patricia-kaas,mademoiselle-chante-le-blues,mixed,,1,1,1,1
12087,francis-cabrel,l-encre-de-tes-yeux,male,fr,0,1,1,1
12103,the-beatles,yesterday,mixed,en,0,1,1,1
12110,lionel-richie,hello,male,en,0,1,1,1
12120,telephone,cendrillon,male,en,0,1,1,1
12167,hairspray,mama-i-m-a-big-girl-now,mixed,,1,1,1,1
12188,michael-buble,i-ve-got-the-world-on-a-string,mixed,,1,1,1,1
12205,indochine,l-aventurier,male,fr,0,1,1,1
12220,barry-manilow,mandy,male,en,0,1,1,1
12235,patrick-bruel,casser-la-voix,male,fr,0,1,1,1
12257,queen,don-t-stop-me-now,mixed,,1,1,1,1
12258,michael-jackson,billie-jean,mixed,,1,1,1,1
12265,jeff-buckley,hallelujah,male,en,0,1,1,1
12293,daniel-balavoine,le-chanteur,male,fr,0,1,1,1
12320,dolly-parton,jolene,mixed,,1,1,1,1
12374,grease,you-re-the-one-that-i-want,mixed,,1,1,1,1
12411,ac-dc,back-in-black,mixed,,1,1,1,1
12416,ac-dc,highway-to-hell,mixed,,1,1,1,1
12454,didier-barbelivien,a-toutes-les-filles,mixed,,1,1,1,1
12480,patrick-bruel,mon-amant-de-st-jean,male,fr,0,1,1,1
12483,les-rita-mitsouko,andy,mixed,,1,1,1,1
12511,amy-winehouse,rehab,mixed,,1,1,1,1
12515,renan-luce,la-lettre,mixed,,1,1,1,1
12524,florent-pagny,bienvenue-chez-moi,mixed,,1,1,1,1
12536,michel-sardou,etre-une-femme,mixed,,1,1,1,1
12544,radiohead,karma-police,mixed,,1,1,1,1
12565,charles-aznavour,comme-ils-disent,male,fr,0,1,1,1
12586,eva-cassidy,over-the-rainbow,female,en,0,1,1,1
12587,indochine,j-ai-demande-a-la-lune,mixed,,1,1,1,1
12617,queen,bohemian-rhapsody,mixed,,1,1,1,1
12632,barry-manilow,copacabana,mixed,,1,1,1,1
12655,jean-jacques-goldman,ensemble,mixed,,1,1,1,1
12657,the-beatles,twist-and-shout,mixed,,1,1,1,1
12685,dean-martin,ain-t-that-a-kick-in-the-head,male,en,0,1,1,1
12709,the-bangles,eternal-flame,mixed,,1,1,1,1
12724,queen,under-pressure,mixed,,1,1,1,1
12726,queen,we-will-rock-you,mixed,,1,1,1,1
12731,david-bowie,space-oddity,male,en,0,1,1,1
12733,david-bowie,heroes,mixed,,1,1,1,1
12736,david-bowie,changes,mixed,,1,1,1,1
12737,david-bowie,let-s-dance,mixed,,1,1,1,1
12740,david-bowie,starman,mixed,,1,1,1,1
12741,david-bowie,ziggy-stardust,mixed,,1,1,1,1
12763,damien-saez,jeune-et-con,male,fr,0,1,1,1
12784,the-beatles,come-together,mixed,,1,1,1,1
12786,the-beatles,i-saw-her-standing-there,mixed,,1,1,1,1
12809,led-zeppelin,stairway-to-heaven,male,en,0,1,1,1
12843,michel-delpech,chez-laurette,mixed,,1,1,1,1
12864,cookie-dingler,femme-liberee,mixed,,1,1,1,1
12869,calogero,si-seulement-je-pouvais-lui-manquer,male,fr,0,1,1,1
12905,david-bowie,china-girl,mixed,,1,1,1,1
12913,ben-e-king,stand-by-me,mixed,,1,1,1,1
12988,les-enfoires,quand-on-n-a-que-l-amour,females,fr,0,1,1,1
13008,aqua,barbie-girl,mixed,,0,1,1,1
13022,chaka-khan,ain-t-nobody,mixed,,1,1,1,1
13033,bon-jovi,livin-on-a-prayer,mixed,,1,1,1,1
13055,marie-myriam,l-oiseau-et-l-enfant,mixed,,1,1,1,1
13103,chuck-berry,johnny-b-goode,male,en,0,1,1,1
13108,billy-joel,just-the-way-you-are,male,en,0,1,1,1
13124,elton-john,tiny-dancer,mixed,,1,1,1,1
13135,patrick-fiori,je-ne-serai-jamais,mixed,,1,1,1,1
13147,the-blues-brothers,everybody-needs-somebody-to-love,mixed,,1,1,1,1
13155,joe-cocker,unchain-my-heart,mixed,,1,1,1,1
13156,joe-cocker,you-are-so-beautiful,male,en,0,1,1,1
13180,barbara,gottingen,female,fr,0,1,1,1
13193,eva-cassidy,fields-of-gold,females,en,0,1,1,1
13250,johnny-hallyday,le-penitencier,male,fr,0,1,1,1
13309,patrick-sebastien,la-fiesta,mixed,,1,1,1,1
13329,guns-n-roses,sweet-child-o-mine,mixed,,1,1,1,1
13360,billy-idol,rebel-yell,male,en,0,1,1,1
13379,liane-foly,les-yeux-doux,mixed,,1,1,1,1
13443,sister-sledge,we-are-family,mixed,,1,1,1,1
13495,johnny-hallyday,vivre-pour-le-meilleur,mixed,,1,1,1,1
13502,tracy-chapman,baby-can-i-hold-you,mixed,,1,1,1,1
13511,tracy-chapman,fast-car,female,en,0,1,1,1
13512,hoobastank,the-reason,mixed,,1,1,1,1
13527,elton-john,don-t-go-breaking-my-heart,mixed,,1,1,1,1
13531,high-school-musical-2,work-this-out,mixed,,1,1,1,1
13533,ray-charles,georgia-on-my-mind,mixed,,1,1,1,1
13536,weather-girls,it-s-raining-men,mixed,,1,1,1,1
13544,poison,every-rose-has-its-thorn,mixed,,1,1,1,1
13558,olivia-ruiz,j-envoie-valser,female,fr,0,1,1,1
13580,paul-mccartney,ebony-and-ivory,mixed,,1,1,1,1
13582,everything-but-the-girl,missing,mixed,,1,1,1,1
13583,george-benson,nothing-s-gonna-change-my-love-for-you,mixed,,1,1,1,1
13598,sugarland,stay,female,en,0,1,1,1
13613,duran-duran,ordinary-world,mixed,,1,1,1,1
13620,le-roi-lion,l-amour-brille-sous-les-etoiles,mixed,,1,1,1,1
13636,guns-n-roses,knockin-on-heaven-s-door,mixed,,1,1,1,1
13650,michael-jackson,man-in-the-mirror,mixed,,1,1,1,1
13668,phil-collins,another-day-in-paradise,mixed,,1,1,1,1
13677,the-commodores,easy,mixed,,1,1,1,1
13678,eddie-cochran,summertime-blues,mixed,,1,1,1,1
13696,james-taylor,you-ve-got-a-friend,mixed,,1,1,1,1
13698,fleetwood-mac,go-your-own-way,mixed,,1,1,1,1
13708,kenny-loggins,footloose,mixed,,1,1,1,1
13712,frank-sinatra,come-fly-with-me,male,en,0,1,1,1
13734,tom-jones,green-green-grass-of-home,mixed,,1,1,1,1
13752,billy-idol,white-wedding,mixed,,1,1,1,1
13757,frank-sinatra,the-girl-from-ipanema,male,en,0,1,1,1
13761,ronan-keating,when-you-say-nothing-at-all,mixed,,1,1,1,1
13766,tina-turner,what-s-love-got-to-do-with-it,mixed,,1,1,1,1
13790,hermes-house-band,country-roads,mixed,,1,1,1,1
13858,boney-m,rivers-of-babylon,mixed,,1,1,1,1
13875,sugarhill-gang,rapper-s-delight,mixed,,1,1,1,1
13903,stealers-wheel,stuck-in-the-middle-with-you,mixed,,1,1,1,1
13937,david-lee-roth,just-a-gigolo-i-ain-t-got-nobody,mixed,,1,1,1,1
13955,roxette,the-look,mixed,,1,1,1,1
13961,roberta-flack,killing-me-softly-with-his-song,mixed,,1,1,1,1
14009,extreme,more-than-words,mixed,,1,1,1,1
14021,michael-buble,let-it-snow-let-it-snow-let-it-snow,male,en,0,1,1,1
14022,richard-marx,right-here-waiting,male,en,0,1,1,1
14059,grease,hopelessly-devoted-to-you,mixed,,1,1,1,1
14107,frank-sinatra,that-s-life,mixed,,1,1,1,1
14113,kenny-rogers,the-gambler,mixed,,1,1,1,1
14121,john-denver,take-me-home-country-roads,mixed,,1,1,1,1
14124,cats,memory,female,en,0,1,1,1
14147,sister-act,oh-happy-day,mixed,,1,1,1,1
14157,nina-simone,my-baby-just-cares-for-me,female,en,0,1,1,1
14158,marvin-gaye,i-heard-it-through-the-grapevine,mixed,,1,1,1,1
14168,the-beatles,penny-lane,mixed,,1,1,1,1
14179,the-monkees,i-m-a-believer,mixed,,1,1,1,1
14182,peggy-lee,fever,female,en,0,1,1,1
14206,blondie,one-way-or-another,mixed,,1,1,1,1
14210,lynn-anderson,rose-garden,mixed,,1,1,1,1
14228,george-michael,careless-whisper,mixed,,1,1,1,1
14236,the-cranberries,zombie,mixed,,1,1,1,1
14405,michael-jackson,smooth-criminal,mixed,,1,1,1,1
14441,alanis-morissette,ironic,mixed,,1,1,1,1
14442,alanis-morissette,you-oughta-know,female,,0,1,1,1
14466,wild-cherry,play-that-funky-music,mixed,,1,1,1,1
14468,ram-jam,black-betty,mixed,,1,1,1,1
14469,rage-against-the-machine,killing-in-the-name,males,en,0,1,1,1
14476,the-beatles,a-day-in-the-life,,en,0,1,1,1
14477,the-beatles,all-my-loving,mixed,,1,1,1,1
14565,vanilla-ice,ice-ice-baby,mixed,,1,1,1,1
14575,the-eagles,love-will-keep-us-alive,mixed,,1,1,1,1
14576,the-eagles,peaceful-easy-feeling,mixed,,1,1,1,1
14594,the-doobie-brothers,long-train-runnin,mixed,,1,1,1,1
14606,etta-james,at-last,female,en,0,1,1,1
14609,journey,don-t-stop-believing,mixed,,1,1,1,1
14619,michael-buble,you-ll-never-find-another-love-like-mine,mixed,en,0,1,1,1
