id,artist,track,tag_gender,tag_lang,tag_back_voc,feat_yaafe,feat_marsyas,feat_essentia,origin_laci,origin_yann
5477,otis-redding,sittin-on-the-dock-of-the-bay,,,0,1,0,1,0,0
5478,mungo-jerry,in-the-summertime,,,0,0,0,0,0,0
5479,smokie,living-next-door-to-alice,mixed,,1,1,1,1,0,0
5482,roy-orbison,oh-pretty-woman,mixed,,1,1,1,1,0,0
5484,john-denver,annie-s-song,mixed,,1,1,1,1,0,0
5485,boney-m,daddy-cool,mixed,,1,1,1,1,0,0
5487,alicia-keys,fallin,mixed,,1,1,1,1,0,0
5489,belinda-carlisle,heaven-is-a-place-on-earth,,,0,0,0,0,0,0
5492,peter-andre,mysterious-girl,mixed,,1,0,0,1,0,0
5497,anastacia,left-outside-alone,,,0,0,0,0,0,0
5506,robbie-williams,somethin-stupid,mixed,en,0,1,1,1,0,mp3_192
5516,rod-stewart,sailing,mixed,,1,1,1,1,0,mp3_192
5517,the-monkees,daydream-believer,mixed,,1,0,0,1,0,0
5519,tina-turner,the-best,mixed,,1,1,1,1,0,0
5520,bryan-adams,summer-of-69,,,0,0,0,0,0,0
5526,the-police,message-in-a-bottle,mixed,,1,1,1,1,0,mp3_128
5527,ronan-keating,we-ve-got-tonight,mixed,en,0,1,1,1,0,0
5535,michael-andrews,mad-world,,,0,0,0,0,0,0
5542,haiducii,dragostea-din-tei,,,0,0,0,0,0,0
5545,christina-aguilera,car-wash,mixed,,1,1,1,1,0,0
5549,michael-buble,quando-quando-quando,mixed,en,0,1,1,1,0,0
5554,dolly-parton,islands-in-the-stream,,,0,0,0,0,0,0
5558,francis-cabrel,petite-marie,,,0,0,0,0,0,0
5566,b-b-king,the-thrill-is-gone,,,0,0,0,0,0,0
5568,boney-m,sunny,,,0,0,0,0,0,0
5583,kelly-clarkson,because-of-you,mixed,,1,1,1,1,0,0
5584,tina-arena,aimer-jusqu-a-l-impossible,,,0,0,0,0,0,0
5606,georges-brassens,les-copains-d-abord,mixed,,1,1,1,1,0,mp3_128
5610,green-day,holiday,,,0,0,0,0,0,0
5616,keane,somewhere-only-we-know,,,0,0,0,0,0,0
5635,papa-roach,scars,mixed,,1,1,1,1,0,0
5652,howie-day,collide,mixed,,1,1,1,1,0,0
5668,axelle-red,sensualite,,,0,0,0,0,0,0
5670,alan-jackson,it-s-five-o-clock-somewhere,,,0,0,0,0,0,0
5682,luther-vandross,dance-with-my-father,mixed,,1,1,1,1,0,0
5709,elvis-presley,hey-jude,mixed,,1,1,1,1,0,0
5736,toby-keith,i-love-this-bar,mixed,,1,1,1,1,0,0
5740,3-doors-down,here-without-you,mixed,,1,1,1,1,0,0
5743,outkast,hey-ya,mixed,,1,1,1,1,0,0
5760,josh-turner,long-black-train,mixed,,1,1,1,1,0,0
5775,martina-mcbride,in-my-daughter-s-eyes,,,0,0,0,0,0,0
5777,bette-midler,the-rose,mixed,,1,1,1,1,0,0
5781,alan-jackson,remember-when,mixed,,1,1,1,1,0,0
5796,britney-spears,toxic,mixed,,1,1,1,1,0,0
5830,josh-groban,you-raise-me-up,mixed,,1,1,1,1,0,0
5832,gretchen-wilson,redneck-woman,mixed,,1,1,1,1,0,0
5844,brad-paisley,whiskey-lullaby,mixed,,1,1,1,1,0,0
5889,patty-loveless,blame-it-on-your-heart,,,0,0,0,0,0,0
5907,edith-piaf,la-foule,,,0,0,0,1,0,0
5908,edith-piaf,milord,,,0,0,0,1,0,0
5909,edith-piaf,l-hymne-a-l-amour,mixed,,1,0,0,1,0,0
5910,edith-piaf,la-vie-en-rose,female,fr,0,1,1,1,0,0
5911,edith-piaf,non-je-ne-regrette-rien,female,fr,0,1,1,1,0,0
5919,britney-spears,baby-one-more-time,mixed,,1,1,1,1,0,0
5921,gloria-gaynor,i-will-survive,female,en,0,1,1,1,0,0
5928,the-diamonds,little-darlin,,,0,0,0,0,0,0
5936,the-coasters,poison-ivy,mixed,,1,1,1,1,0,0
5940,celine-dion,pour-que-tu-m-aimes-encore,,,0,0,0,0,0,0
5942,celine-dion,my-heart-will-go-on,mixed,,1,1,1,1,0,mp3_128
5943,celine-dion,all-by-myself,female,en,0,1,1,1,0,mp3_128
5952,garou,sous-le-vent,mixed,,1,1,1,1,0,0
5962,jean-jacques-goldman,au-bout-de-mes-reves,mixed,,1,0,0,1,0,0
5963,jean-jacques-goldman,comme-toi,mixed,,1,0,0,1,0,0
5964,jean-jacques-goldman,encore-un-matin,mixed,,1,0,0,1,0,0
5965,jean-jacques-goldman,envole-moi,mixed,,1,1,1,1,0,0
5968,jean-jacques-goldman,je-te-donne,mixed,,1,1,1,1,0,0
5969,jean-jacques-goldman,quand-la-musique-est-bonne,mixed,,1,1,1,1,0,0
5972,jean-pierre-mader,macumba,mixed,,1,0,0,1,0,0
5976,andrea-bocelli,con-te-partiro,,,0,0,0,1,0,0
5990,joe-dassin,l-amerique,mixed,,1,1,1,1,0,0
5993,lara-fabian,tu-es-mon-autre,females,fr,0,1,1,1,0,0
5995,joe-dassin,et-si-tu-n-existais-pas,mixed,,1,1,1,1,0,0
5996,joe-dassin,les-champs-elysees,mixed,,1,1,1,1,0,0
5997,joe-dassin,le-cafe-des-trois-colombes,,,0,0,0,0,0,0
5999,joe-dassin,salut-les-amoureux,mixed,,1,1,1,1,0,0
6001,hugues-aufray,santiano,mixed,,1,1,1,1,0,0
6006,marc-lavoine,elle-a-les-yeux-revolver,mixed,,1,1,1,1,0,0
6011,nadiya,et-c-est-parti,mixed,,1,1,1,1,0,0
6020,renaud,manhattan-kaboul,,,0,0,0,1,0,0
6021,roch-voisine,tant-pis,,,0,0,0,0,0,0
6035,garth-brooks,ain-t-going-down-til-the-sun-comes-up,mixed,,1,1,0,1,0,0
6041,dwight-yoakam,fast-as-you,mixed,,1,1,1,1,0,0
6078,uncle-kracker,drift-away,mixed,,1,0,0,0,0,0
6094,michael-jackson,black-or-white,mixed,,1,1,1,1,1,mp3_128
6096,elton-john,don-t-let-the-sun-go-down-on-me,mixed,,1,0,0,0,0,0
6097,diana-ross,endless-love,mixed,en,0,1,1,1,0,0
6100,sarah-mclachlan,angel,female,en,0,1,1,1,0,0
6103,luther-vandross,here-and-now,,,0,0,0,0,0,0
6106,kyo,le-chemin,mixed,,1,1,1,1,0,0
6108,kenny-rogers,lady,,,0,0,0,0,0,0
6117,bonnie-tyler,total-eclipse-of-the-heart,mixed,,1,1,1,1,0,0
6119,joe-cocker,up-where-we-belong,,,0,0,0,0,0,0
6122,engelbert-humperdinck,after-the-lovin,mixed,,1,1,1,1,0,0
6126,patsy-cline,crazy,mixed,,1,1,1,1,0,0
6131,helen-reddy,i-am-woman,,,0,0,0,0,0,0
6132,the-eagles,desperado,mixed,,1,1,1,1,0,0
6134,ray-price,for-the-good-times,mixed,,1,0,0,1,0,0
6136,patsy-cline,i-fall-to-pieces,mixed,,1,1,1,1,0,0
6145,the-eagles,one-of-these-nights,mixed,,1,1,1,1,0,0
6148,whitney-houston,run-to-you,,,0,0,0,0,0,0
6150,garth-brooks,the-dance,male,en,0,1,1,1,0,0
6151,whitney-houston,greatest-love-of-all,mixed,,1,0,0,0,0,0
6156,celine-dion,when-i-fall-in-love,mixed,en,0,1,1,1,0,0
6157,the-eagles,witchy-woman,,,0,0,0,0,0,0
6159,hank-williams-sr,your-cheatin-heart,male,en,0,1,1,1,0,0
6161,elvis-presley,blue-christmas,,,0,0,0,0,0,0
6169,madonna,material-girl,,,0,0,0,0,0,0
6177,steppenwolf,born-to-be-wild,male,en,0,1,1,1,0,0
6178,the-everly-brothers,bye-bye-love,mixed,,1,1,1,1,0,0
6183,aretha-franklin,respect,mixed,,1,1,1,1,0,0
6185,tammy-wynette,stand-by-your-man,mixed,,1,1,1,1,0,0
6187,louis-armstrong,what-a-wonderful-world,mixed,,1,0,0,1,0,0
6196,patrick-bruel,j-te-l-dis-quand-meme,male,fr,0,1,1,1,0,0
6208,catherine-zeta-jones,all-that-jazz,mixed,,1,1,1,1,0,0
6209,audioslave,like-a-stone,mixed,,1,1,1,1,0,0
6213,evanescence,bring-me-to-life,mixed,,1,1,1,1,0,0
6228,neil-diamond,hello-again,male,en,0,1,1,1,0,0
6229,brooks-and-dunn,neon-moon,mixed,,1,1,0,1,0,0
6239,shania-twain,forever-and-for-always,,,0,0,0,0,0,0
6262,dire-straits,sultans-of-swing,mixed,,1,1,1,0,0,0
6286,cher,if-i-could-turn-back-time,mixed,,1,1,1,1,0,0
6287,conway-twitty,it-s-only-make-believe,mixed,,1,1,1,1,0,0
6325,cher,the-shoop-shoop-song-it-s-in-his-kiss,,,0,0,0,0,0,0
6326,grease,there-are-worse-things-i-could-do,,,0,0,0,0,0,0
6330,madonna,vogue,mixed,,1,1,1,1,0,0
6332,starship,we-built-this-city,,,0,0,0,0,0,0
6337,chris-isaak,wicked-game,,,0,0,0,0,0,0
6350,michael-jackson,heal-the-world,mixed,,1,0,0,0,0,0
6352,reo-speedwagon,i-can-t-fight-this-feeling-anymore,,,0,0,0,0,0,0
6353,bonnie-raitt,i-can-t-make-you-love-me,mixed,,1,1,1,1,0,0
6355,foreigner,i-want-to-know-what-love-is,mixed,,1,1,1,1,0,0
6373,michael-bolton,when-a-man-loves-a-woman,,,0,0,0,0,0,0
6390,whitney-houston,one-moment-in-time,mixed,,1,1,1,1,0,0
6412,eurythmics,sweet-dreams-are-made-of-this,mixed,,1,1,0,1,0,0
6415,red-hot-chili-peppers,under-the-bridge,mixed,,1,0,0,0,0,0
6422,brooks-and-dunn,boot-scootin-boogie,mixed,,1,1,0,1,0,0
6423,alan-jackson,chattahoochee,mixed,,1,1,1,1,0,0
6427,whitney-houston,i-will-always-love-you,invalid,,0,0,0,0,0,0
6430,dirty-dancing,i-ve-had-the-time-of-my-life,mixed,,1,1,0,1,0,0
6432,eric-clapton,layla,mixed,,1,1,1,1,0,0
6445,bon-jovi,bed-of-roses,,,0,0,0,0,0,0
6456,the-proclaimers,i-m-gonna-be-500-miles,,,0,0,0,0,0,0
6469,al-wilson,show-and-tell,,,0,0,0,0,0,0
6475,4-non-blondes,what-s-up,mixed,,1,1,1,1,0,0
6492,barbra-streisand,evergreen,,,0,0,0,0,0,0
6497,ray-charles,hit-the-road-jack,mixed,,1,1,1,1,0,mp3_256
6505,kiki-dee,i-ve-got-the-music-in-me,,,0,0,0,0,0,0
6506,fiddler-on-the-roof,if-i-were-a-rich-man,,,0,0,0,0,0,0
6510,bob-dylan,knockin-on-heaven-s-door,,,0,0,0,0,0,0
6515,bob-dylan,like-a-rolling-stone,,,0,0,0,0,0,0
6517,elvis-presley,my-way,mixed,,1,0,0,0,0,0
6520,a-chorus-line,one,female,,0,1,1,1,0,0
6534,neil-diamond,sweet-caroline,mixed,,1,0,0,1,0,0
6545,spin-doctors,two-princes,mixed,,1,1,1,1,0,0
6566,brenda-lee,rockin-around-the-christmas-tree,mixed,,1,1,1,1,0,0
6573,bette-midler,wind-beneath-my-wings,mixed,,1,1,1,1,0,0
6575,don-ho,tiny-bubbles,mixed,,1,0,0,1,0,0
6576,the-gipsy-kings,volare,mixed,,1,0,0,1,0,0
6588,reba-mcentire,fancy,mixed,,1,1,1,1,0,0
6591,faron-young,hello-walls,,,0,0,0,0,0,0
6593,marty-stuart,hillbilly-rock,,,0,0,0,0,0,0
6603,garth-brooks,if-tomorrow-never-comes,mixed,,1,1,1,1,0,0
6605,charley-pride,is-anybody-goin-to-san-antone,,,0,0,0,0,0,0
6607,roger-miller,king-of-the-road,mixed,,1,0,0,0,0,0
6623,garth-brooks,the-thunder-rolls,mixed,,1,1,1,1,0,0
6629,willie-nelson,blue-eyes-crying-in-the-rain,mixed,,1,0,0,1,0,0
6643,garth-brooks,papa-loved-mama,,,0,0,0,0,0,0
6656,johnny-cash,folsom-prison-blues,male,en,0,1,1,1,0,0
6657,tom-petty,american-girl,,,0,0,0,0,0,0
6698,elvis-presley,oh-happy-day,mixed,,1,1,1,1,0,0
6708,sammy-davis-jr,i-ve-gotta-be-me,,,0,0,0,0,0,0
6713,ella-fitzgerald,puttin-on-the-ritz,,,0,0,0,1,0,0
6717,patsy-cline,sweet-dreams,,,0,0,0,0,0,0
6721,johnny-mathis,the-twelfth-of-never,,,0,0,0,0,0,0
6725,nat-king-cole,unforgettable,male,en,0,1,1,1,0,0
6728,billy-ray-cyrus,achy-breaky-heart,mixed,,1,1,1,1,0,0
6748,the-judds,grandpa-tell-me-bout-the-good-old-days,mixed,,1,0,0,1,0,0
6749,dwight-yoakam,guitars-cadillacs,,,0,0,0,0,0,0
6751,george-strait,i-cross-my-heart,mixed,,1,1,1,1,0,0
6767,elvis-presley,welcome-to-my-world,,,0,0,0,0,0,0
6776,keith-urban,somebody-like-you,,,0,0,0,0,0,0
6777,pink,who-knew,,,0,0,0,0,0,0
6781,queen,the-show-must-go-on,mixed,,1,1,1,1,0,mp3_320
6782,les-dix-commandements,l-envie-d-aimer,mixed,,1,1,1,1,0,0
6799,marvin-gaye,ain-t-no-mountain-high-enough,mixed,en,0,1,1,1,0,0
6820,blake-shelton,ol-red,mixed,,1,1,1,1,0,0
6831,norah-jones,don-t-know-why,mixed,,1,1,1,1,0,0
6842,the-moments,love-on-a-two-way-street,,,0,0,0,0,0,0
6846,stevie-wonder,superstition,,,0,0,0,1,0,0
6894,the-ronettes,be-my-baby,mixed,,1,1,1,1,0,0
6898,randy-travis,forever-and-ever-amen,mixed,,1,1,1,1,0,0
6902,bruce-channel,hey-baby,,,0,0,0,0,0,0
6903,whitney-houston,i-have-nothing,mixed,,1,1,1,1,0,0
6905,james-brown,i-got-you-i-feel-good,,,0,1,0,1,0,0
6907,the-dixie-cups,iko-iko,,,0,0,0,0,0,0
6909,lesley-gore,it-s-my-party,,,0,0,0,0,0,0
6911,neil-diamond,love-on-the-rocks,male,en,0,1,1,1,0,0
6913,bobby-darin,mack-the-knife,male,en,0,1,1,1,0,0
6914,the-byrds,mr-tambourine-man,,,0,0,0,0,0,0
6920,the-honeydrippers,sea-of-love,,,0,0,0,0,0,0
6922,elvis-presley,suspicious-minds,mixed,,1,1,1,1,0,0
6923,natalie-cole,unforgettable-duet,,,0,1,0,1,0,0
6926,village-people,y-m-c-a,mixed,,1,1,1,1,0,0
6928,neil-diamond,forever-in-blue-jeans,,,0,0,0,0,0,0
6977,the-oak-ridge-boys,elvira,,,0,0,0,0,0,0
6980,jerry-lee-lewis,great-balls-of-fire,male,en,0,1,1,1,0,0
6985,dion,runaround-sue,mixed,,1,1,1,1,0,0
6987,lynyrd-skynyrd,sweet-home-alabama,mixed,,1,0,0,0,0,0
6989,eric-clapton,tears-in-heaven,,en,0,1,1,1,0,0
6992,dion,the-wanderer,mixed,,1,1,1,1,0,0
6993,ella-fitzgerald,cheek-to-cheek,,,0,0,0,1,0,0
6997,elvis-presley,love-me-tender,mixed,,1,0,0,0,0,0
6998,elvis-presley,return-to-sender,mixed,,1,1,1,1,0,0
7009,procol-harum,a-whiter-shade-of-pale,,,0,0,0,1,0,0
7010,elvis-presley,all-shook-up,mixed,,1,0,0,0,0,0
7013,elvis-presley,blue-suede-shoes,male,en,0,1,1,1,0,0
7015,van-morrison,brown-eyed-girl,mixed,,1,1,1,1,0,0
7018,elvis-presley,you-re-the-devil-in-disguise,mixed,,1,1,0,1,0,0
7020,elvis-presley,don-t-be-cruel,mixed,,1,1,1,1,0,0
7022,petula-clark,downtown,mixed,,1,0,0,0,0,0
7032,elvis-presley,i-want-you-i-need-you-i-love-you,,,0,0,0,0,0,0
7053,the-charlie-daniels-band,devil-went-down-to-georgia,mixed,,1,1,1,1,0,0
7056,elvis-presley,treat-me-nice,mixed,,1,1,1,1,0,0
7058,elvis-presley,wear-my-ring-around-your-neck,mixed,,1,0,0,1,0,0
7061,elvis-presley,always-on-my-mind,mixed,,1,1,1,1,0,0
7063,santana,the-game-of-love,,,0,0,0,0,0,0
7064,kid-rock,picture,,,0,0,0,0,0,0
7113,aladdin,a-whole-new-world,mixed,,0,1,1,1,0,0
7121,the-pretenders,brass-in-pocket,,,0,0,0,0,0,0
7125,garth-brooks,friends-in-low-places,mixed,,1,1,1,1,0,0
7137,mary-chapin-carpenter,i-feel-lucky,mixed,,1,1,1,1,0,0
7146,madonna,la-isla-bonita,,,0,0,0,0,0,0
7149,chubby-checker,let-s-twist-again,mixed,,1,1,1,1,0,0
7162,buddy-holly,peggy-sue,,,0,0,0,1,0,0
7167,the-drifters,save-the-last-dance-for-me,mixed,,1,0,0,1,0,0
7173,bonnie-raitt,something-to-talk-about,,,0,0,0,0,0,0
7175,bobby-darin,splish-splash,male,en,0,1,1,1,0,0
7180,dale-and-grace,i-m-leaving-it-up-to-you,,,0,0,0,0,0,0
7189,mr-big,to-be-with-you,,,0,0,0,0,0,0
7191,patsy-cline,walkin-after-midnight,mixed,,1,1,1,1,0,0
7197,christina-aguilera,beautiful,,,0,0,0,0,0,0
7231,juanes,la-camisa-negra,mixed,,1,1,1,1,0,0
7239,kansas,carry-on-wayward-son,,,0,0,0,0,0,0
7251,bryan-adams,everything-i-do-i-do-it-for-you,mixed,,1,1,0,1,0,0
7252,survivor,eye-of-the-tiger,,en,0,1,1,1,0,0
7295,snow-patrol,chasing-cars,mixed,,1,1,1,1,0,0
7300,abba,dancing-queen,mixed,,1,1,1,1,0,0
7302,abba,mamma-mia,mixed,,1,1,1,1,0,0
7304,abba,waterloo,mixed,,1,1,1,1,0,0
7323,lee-ann-womack,i-hope-you-dance,,,0,0,0,0,0,0
7340,elvis-presley,mama-liked-the-roses,,,0,0,0,0,0,0
7383,3-doors-down,kryptonite,mixed,,1,1,1,1,0,0
7397,tom-jones,you-re-my-world,,,0,0,0,0,0,0
7398,engelbert-humperdinck,quando-quando-quando,mixed,,1,1,1,1,0,0
7399,engelbert-humperdinck,raindrops-keep-falling-on-my-head,,,0,0,0,0,0,0
7499,red-hot-chili-peppers,californication,mixed,,1,1,1,1,0,mp3_128
7517,alicia-bridges,i-love-the-nightlife,,,0,0,0,0,0,0
7536,the-bee-gees,you-should-be-dancing,mixed,,1,1,1,1,0,0
7544,dean-martin,baby-it-s-cold-outside,mixed,en,0,1,1,1,0,0
7546,joanie-bartels,i-want-a-hippopotamus-for-christmas,,,0,0,0,0,0,0
7557,bon-jovi,it-s-my-life,mixed,,1,1,1,1,0,0
7581,leann-rimes,can-t-fight-the-moonlight,,,0,0,0,0,0,0
7593,dido,here-with-me,,,0,0,0,0,0,0
7624,peaches-and-herb,shake-your-groove-thing,mixed,,1,1,1,1,0,0
7626,santana,black-magic-woman,male,en,0,1,1,1,0,mp3_128
7628,santana,she-s-not-there,,,0,0,0,1,0,0
7636,santana,love-of-my-life,,,0,0,0,0,0,0
7645,elvis-presley,american-trilogy,mixed,,1,1,1,1,0,0
7648,elvis-presley,don-t-cry-daddy,,,0,0,0,0,0,0
7650,elvis-presley,good-rockin-tonight,male,en,0,1,1,1,0,0
7651,elvis-presley,if-i-can-dream,mixed,,1,0,0,1,0,0
7657,sonny-and-cher,i-got-you-babe,,,0,0,0,0,0,0
7659,brook-benton,it-s-just-a-matter-of-time,mixed,,1,0,0,1,0,0
7666,brook-benton,rainy-night-in-georgia,,,0,1,1,0,0,0
7675,elvis-presley,guitar-man,,,0,0,0,0,0,0
7707,meat-loaf,paradise-by-the-dashboard-light,mixed,,1,1,1,1,0,0
7709,merle-haggard,working-man-blues,,,0,0,0,0,0,0
7774,soggy-bottom-boys,i-am-a-man-of-constant-sorrow,mixed,,1,1,1,1,0,0
7870,moulin-rouge,lady-marmalade,mixed,,1,1,1,1,0,0
7873,incubus,drive,mixed,,1,0,0,1,0,0
7930,smash-mouth,i-m-a-believer,,,0,0,0,0,0,0
7932,five-for-fighting,superman-it-s-not-easy,,,0,0,0,0,0,0
8042,pete-seeger,this-land-is-your-land,mixed,,1,1,1,1,0,0
8045,bill-withers,lean-on-me,mixed,,1,0,0,0,0,0
8051,john-lennon,imagine,mixed,,1,0,0,1,0,0
8052,joe-cocker,with-a-little-help-from-my-friends,mixed,,1,1,1,1,0,0
8056,thin-lizzy,whiskey-in-the-jar,,,0,0,0,0,0,0
8104,c-jerome,kiss-me,,,0,0,0,0,0,0
8106,daniel-balavoine,l-aziza,mixed,,1,0,0,1,0,0
8109,frank-michael,toutes-les-femmes-sont-belles,,,0,0,0,0,0,0
8110,gilbert-montagne,on-va-s-aimer,mixed,,1,1,1,1,0,0
8111,gold,plus-pres-des-etoiles,mixed,,1,1,1,1,0,0
8164,images,les-demons-de-minuit,mixed,,1,1,1,1,0,0
8168,laroche-valmont,t-as-le-look-coco,,,0,0,0,0,0,0
8170,laurent-voulzy,rockollection,mixed,,1,0,0,1,0,0
8171,louise-attaque,j-t-emmene-au-vent,mixed,,1,1,1,1,0,mp3_128
8173,michel-delpech,le-loir-et-cher,mixed,,1,0,0,1,0,0
8176,patrick-hernandez,born-to-be-alive,mixed,,1,1,1,1,0,0
8181,tina-arena,aller-plus-haut,,,0,0,0,0,0,0
8183,serge-gainsbourg,le-poinconneur-des-lilas,,,0,0,0,0,0,0
8203,alannah-myles,black-velvet,mixed,,1,1,1,1,0,0
8207,celine-dion,a-new-day-has-come,,,0,0,0,0,0,0
8231,cyndi-lauper,girls-just-wanna-have-fun,mixed,,1,1,1,1,0,0
8236,rihanna,unfaithful,,,0,0,0,0,0,0
8242,aretha-franklin,you-make-me-feel-like-a-natural-woman,mixed,,1,1,0,1,0,0
8247,the-platters,only-you-and-you-alone,mixed,,1,1,0,1,0,0
8284,the-righteous-brothers,unchained-melody,mixed,,1,0,0,0,0,0
8285,kool-and-the-gang,celebration,mixed,,1,1,1,1,0,0
8289,wilson-pickett,mustang-sally,mixed,,1,1,1,1,0,0
8290,mary-wells,my-guy,mixed,,1,0,0,0,0,0
8292,dusty-springfield,son-of-a-preacher-man,mixed,,1,1,1,1,0,0
